ACCOUNT NUMBER,SITE NUMBER,LEGAL NAME,DOING BUSINESS AS NAME,ADDRESS,STATE,ZIP CODE,WARD,PRECINCT,POLICE DISTRICT,LICENSE CODE,LICENSE DESCRIPTION,LICENSE NUMBER,APPLICATION TYPE,PAYMENT DATE,LICENSE TERM START DATE,LICENSE TERM EXPIRATION DATE,DATE ISSUED,LICENSE STATUS,LATITUDE,LONGITUDE,LOCATION
6091,1,"D. & S. FOOD & LIQUORS, INC.",D & S FOOD & LIQUOR INC,1650 E 79TH ST,IL,60649,8,13,4,1474,Package Goods,12591,RENEW,2/3/2005,2/16/2005,2/15/2006,2/4/2005,AAI,41.75161868,-87.5837251,"(41.75161868179661, -87.58372509914342)"
14406,1,SAR'S FOOD & LIQUORS,SAR'S FOOD & LIQUOR INC,5834 W ROOSEVELT RD 1ST,IL,60644,29,34,15,1474,Package Goods,35972,RENEW,5/8/2003,5/16/2003,11/15/2003,5/9/2003,AAI,41.86562022,-87.77050701,"(41.86562021490623, -87.77050700794402)"
336,1,FRANK KING,KING'S LIQUOR STORE,2533 E 75TH ST,IL,60649,7,28,4,1474,Package Goods,1748,RENEW,11/4/2002,11/16/2002,5/15/2003,1/7/2003,AAI,41.75892521,-87.56267524,"(41.75892520823497, -87.56267524186289)"
6597,1,"FARIS, INC.",GEORGE'S LIQUOR & FOOD,1438 W 95TH ST,IL,60643,21,18,22,1474,Package Goods,14991,RENEW,4/30/2003,5/16/2003,11/15/2003,5/5/2003,AAI,41.72136414,-87.65941509,"(41.721364144260306, -87.6594150859948)"
6597,1,"FARIS, INC.",GEORGE'S LIQUOR & FOOD,1438 W 95TH ST,IL,60643,21,18,22,1474,Package Goods,14991,RENEW,10/29/2003,11/16/2003,8/15/2004,11/6/2003,AAI,41.72136414,-87.65941509,"(41.721364144260306, -87.6594150859948)"
6137,1,BON SONG LIQUORS INC,GRISEL JR FOOD & LIQUORS,2000 N LEAVITT ST,IL,60647,32,5,14,1474,Package Goods,12862,RENEW,11/13/2002,11/16/2002,5/15/2003,11/14/2002,AAI,41.91769636,-87.68266591,"(41.917696357054915, -87.68266591286027)"
4281,1,"PAY LESS FOOD & LIQUOR, INC.","PAY LESS FOOD & LIQUOR, INC.",622 E 107TH ST 1ST,IL,60628,9,8,5,1474,Package Goods,37823,RENEW,11/10/2003,11/16/2003,11/15/2004,11/12/2003,AAI,41.70021036,-87.60722406,"(41.70021035754966, -87.60722405936028)"
64669,1,"DAMEN, INC.",DAMEN FOOD & LIQUOR,1956 W SCHOOL ST 1,IL,60657,32,15,19,1474,Package Goods,57178,RENEW,11/12/2003,11/16/2003,2/15/2004,11/13/2003,AAI,41.94150938,-87.67821072,"(41.94150937951284, -87.67821072158463)"
208,1,STEPHANIE FITZGERALD,FITZGERALD'S LIQUORS,8700 S YATES BLVD,IL,60617,8,17,4,1474,Package Goods,1102,RENEW,5/1/2003,5/16/2003,11/15/2003,5/2/2003,AAI,41.7372186,-87.56617609,"(41.737218597971726, -87.5661760914667)"
289616,1,"EG 1, INC.",RED STAR LIQUOR,2719 N MILWAUKEE AVE,IL,60647,35,17,14,1474,Package Goods,1592180,RENEW,11/15/2007,11/16/2007,11/15/2009,11/15/2007,AAI,41.93067791,-87.70980864,"(41.930677906585835, -87.70980863494151)"
454856,1,"KEVIN FOOD AND LIQUOR, LLC",KEVIN FOOD & LIQUOR,2700 W 47TH ST 1,IL,60632,12,8,9,1474,Package Goods,2637085,RENEW,3/27/2021,5/16/2021,4/15/2023,3/29/2021,AAI,41.80842908,-87.69182762,"(41.808429081452026, -87.691827623245)"
80,1,"JERUSALEM LIQUORS, INC.",JERUSALEM LIQUORS,3133-3135 W LAWRENCE AVE 1,IL,60625,33,3,17,1474,Package Goods,1495591,RENEW,9/1/2021,9/16/2021,9/15/2023,9/1/2021,AAI,41.9683547,-87.70739433,"(41.96835470022669, -87.7073943249261)"
25548,1,JARVIS LIQUORS INC,JARVIS LIQUORS,1502-1508 W JARVIS AVE 1ST,IL,60626,49,5,24,1474,Package Goods,6950,RENEW,11/15/2004,11/16/2004,11/15/2005,11/16/2004,AAI,42.01615589,-87.66832925,"(42.016155885898776, -87.66832925191089)"
6292,1,"SUNSET LIQUOR & FOOD MART, INC.",SUNSET LIQUORS,5921-5927 W DIVISION ST 1ST,IL,60651,29,13,15,1474,Package Goods,13543,RENEW,11/13/2017,11/16/2017,11/15/2019,11/13/2017,AAI,41.90190966,-87.77390477,"(41.90190966343413, -87.77390476810488)"
4222,1,"AZUSA LIQUORS, INC.",AZUSA LIQUORS INC,4400 N BROADWAY,IL,60640,46,32,19,1474,Package Goods,9082,RENEW,5/10/2002,5/16/2002,11/15/2002,5/13/2002,AAI,41.96181008,-87.65533703,"(41.96181008369182, -87.65533703112067)"
14484,1,"HOUSTON'S LIQUOR & FOOD STORE, INC.",HOUSTON'S LIQUOR & FOODS,1829 W IRVING PARK RD,IL,60613,47,29,19,1474,Package Goods,46375,RENEW,6/12/2014,6/16/2014,6/15/2016,6/13/2014,AAI,41.95409114,-87.67534123,"(41.95409114287415, -87.67534122542398)"
4096,1,LAT'S INC. 1,LAT'S LIQUOR,1200 E 71ST ST 1ST,IL,60619,5,23,3,1474,Package Goods,8540,RENEW,10/12/2012,10/16/2012,10/15/2014,10/12/2012,AAI,41.76601245,-87.59584092,"(41.76601245206537, -87.59584091827482)"
4702,2,"S & M LIQUORS, INC.",CACTUS FOOD & LIQUOR,3358 W IRVING PARK RD 1ST,IL,60618,33,15,17,1474,Package Goods,38362,RENEW,2/8/2005,2/16/2005,2/15/2006,2/9/2005,AAI,41.95396745,-87.71284661,"(41.953967444654275, -87.71284661270427)"
233,1,"ARCADIA LIQUORS, INC.",FOREMOST LIQUORS,3301 W NORTH AVE 1ST,IL,60647,26,12,14,1474,Package Goods,1216,RENEW,10/17/2002,11/16/2002,5/15/2003,10/18/2002,AAI,41.90997097,-87.70949762,"(41.90997097432308, -87.70949761510845)"
416770,1,"RITA'S LIQUORS, INC.",POLONIA FOOD & LIQUOR,1956 W ARMITAGE AVE,IL,60622,32,34,14,1474,Package Goods,2529812,RENEW,8/26/2019,10/16/2019,10/15/2021,9/19/2019,AAI,41.91787072,-87.67748062,"(41.91787071556206, -87.67748061515775)"
6818,1,"SABA, INC.",UNIVERSAL FOOD & LIQUOR,1803 W NORTH AVE 1ST,IL,60622,1,21,14,1474,Package Goods,16087,RENEW,11/14/2008,11/16/2008,11/15/2010,11/17/2008,AAI,41.91044979,-87.67271845,"(41.910449789252766, -87.67271845110511)"
6910,1,A. K. I. INCORPORATED,BUDGET FOOD & LIQUOR,2504 E 79TH ST,IL,60649,7,17,4,1474,Package Goods,16667,RENEW,11/4/2003,11/16/2003,2/15/2004,11/5/2003,AAI,41.75187622,-87.56358118,"(41.751876222428905, -87.56358118181382)"
6133,1,SUPERIOR LIQUOR CORPORATION,SUPERIOR LIQUOR & WINE,750-752 N CLARK ST 1ST,IL,60654,42,40,18,1474,Package Goods,12836,RENEW,5/2/2003,5/16/2003,11/15/2003,5/5/2003,AAI,41.89639085,-87.63138842,"(41.89639085079796, -87.63138841604902)"
6292,1,"SUNSET LIQUOR & FOOD MART, INC.",SUNSET LIQUORS,5921-5927 W DIVISION ST 1ST,IL,60651,29,13,15,1474,Package Goods,13543,RENEW,11/6/2023,11/16/2023,11/15/2025,11/7/2023,AAI,41.90190966,-87.77390477,"(41.90190966343413, -87.77390476810488)"
348287,1,"JNL ENTERPRISES II, LLC",WOODS FOOD & LIQUOR,200 E 35TH ST,IL,60616,3,5,2,1474,Package Goods,2013368,RENEW,5/26/2020,6/16/2020,6/15/2022,10/29/2020,AAI,41.83116948,-87.62170521,"(41.831169482324235, -87.62170520883589)"
6931,1,SHERIDAN IRVING L LIQUORS INC,SHERIDAN IRVING L LIQUORS INC,3944-3946 N SHERIDAN RD  1,IL,60613,46,18,19,1474,Package Goods,1043485,RENEW,4/26/2002,5/16/2002,11/15/2002,4/29/2002,AAI,41.9540597,-87.65468015,"(41.95405970426544, -87.65468014494112)"
208,1,STEPHANIE FITZGERALD,FITZGERALD'S LIQUORS,8700 S YATES BLVD,IL,60617,8,17,4,1474,Package Goods,1102,RENEW,6/21/2012,7/16/2012,7/15/2014,6/22/2012,AAI,41.7372186,-87.56617609,"(41.737218597971726, -87.5661760914667)"
62878,1,"MHP, INC.",WORLD WIDE LIQUORS,6715 N NORTHWEST HWY 1ST,IL,60631,41,5,16,1474,Package Goods,8844,RENEW,8/7/2008,8/16/2008,8/15/2010,8/8/2008,AAI,42.00318739,-87.81657183,"(42.00318739128336, -87.8165718280094)"
15610,1,BEN Z GANJI,WESTERN LIQUORS,6963 N WESTERN AVE,IL,60645,50,37,24,1474,Package Goods,38371,RENEW,5/14/2003,5/16/2003,11/15/2003,5/14/2003,AAI,42.00813253,-87.69000123,"(42.008132534307315, -87.69000122505693)"
86373,1,"ALMUFLIHI FOOD & LIQUOR, INC.",ALMUFLIHI FOOD & LIQUOR,5400-5404 S HALSTED ST 1ST,IL,60609,16,40,9,1474,Package Goods,62801,RENEW,2/9/2004,2/16/2004,2/15/2005,2/10/2004,AAI,41.79599727,-87.64534767,"(41.79599727119474, -87.64534767387217)"
6116,1,CAVITOS LIQUORS INC,CAVITOS LIQUORS INC,3825 W NORTH AVE 1,IL,60647,26,23,25,1474,Package Goods,12733,RENEW,5/1/2003,5/16/2003,11/15/2003,5/2/2003,AAI,41.9098179,-87.72267671,"(41.909817903612165, -87.72267671368196)"
6910,1,A. K. I. INCORPORATED,BUDGET FOOD & LIQUOR,2504 E 79TH ST,IL,60649,7,17,4,1474,Package Goods,16667,RENEW,11/25/2008,12/16/2008,12/15/2010,11/26/2008,AAI,41.75187622,-87.56358118,"(41.751876222428905, -87.56358118181382)"
9346,1,MASHNI CORP,GRANVILLE FOOD & LIQUORS,1100 W GRANVILLE AVE  1,IL,60660,48,32,24,1474,Package Goods,22701,RENEW,8/14/2006,8/16/2006,8/15/2007,8/15/2006,AAI,41.9946852,-87.65839813,"(41.9946852005163, -87.65839813231939)"
14506,1,SALEMS INC,MANHATTAN FOOD & LIQUOR,4200 N BROADWAY,IL,60613,46,25,19,1474,Package Goods,32314,RENEW,5/9/2002,5/16/2002,11/15/2002,5/10/2002,AAI,41.95848356,-87.65321449,"(41.95848356330247, -87.65321448916944)"
35423,1,"A & G FOODS, INC.",A&G WHOLESALE FOODS LIQUORS,6945 S STATE ST 1ST,IL,60637,6,66,3,1474,Package Goods,44376,RENEW,5/28/2013,7/16/2013,7/15/2015,5/29/2013,AAI,41.76783128,-87.62476594,"(41.76783127922076, -87.62476593969627)"
4600,1,"FINE FAIR FOOD & LIQUOR, INC.",FINE FAIR FOOD & LIQUOR,3357-3359 W 16TH ST,IL,60623,24,12,10,1474,Package Goods,10308,RENEW,10/25/2002,11/16/2002,5/15/2003,10/28/2002,AAI,41.85892069,-87.71017389,"(41.85892068587327, -87.71017388926957)"
6597,1,"FARIS, INC.",GEORGE'S LIQUOR & FOOD,1438 W 95TH ST,IL,60643,21,18,22,1474,Package Goods,14991,RENEW,6/25/2021,7/16/2021,7/15/2023,7/28/2021,AAI,41.72136414,-87.65941509,"(41.721364144260306, -87.6594150859948)"
63622,1,NELSON FOOD & LIQUOR INC.,NELSON FOOD & LIQUOR S INC.,3201 W 63RD PL  1,IL,60629,14,1,8,1474,Package Goods,27326,RENEW,11/2/2007,11/16/2007,10/15/2009,11/5/2007,AAI,41.77793576,-87.70322439,"(41.77793576167579, -87.70322438611822)"
6667,1,"SAN LORENZO FOOD & LIQUOR, INC",SAN LORENZO FOOD & LIQUOR,3300 W ARMITAGE AVE,IL,60647,26,14,14,1474,Package Goods,42844,RENEW,11/6/2003,11/16/2003,11/15/2004,11/7/2003,AAI,41.91746929,-87.71035988,"(41.91746929058445, -87.7103598781026)"
54249,2,"N.W.N. CORP.,",DAVID'S FOOD & LIQUOR,3158 W MONTROSE AVE 1ST #,IL,60618,33,3,17,1474,Package Goods,35422,RENEW,11/1/2012,12/16/2012,12/15/2014,11/2/2012,AAI,41.96129692,-87.70818823,"(41.96129692086515, -87.70818823321862)"
288,1,MARIE'S LIQUORS INC.,MARIE'S LIQUORS INC.,4127-4129 W LAWRENCE AVE 1,IL,60630,39,6,17,1474,Package Goods,1530,RENEW,5/14/2003,5/16/2003,11/15/2003,5/16/2003,AAI,41.96809026,-87.73166809,"(41.96809025848692, -87.73166808626459)"
47,2,234 W ROOT LLC,ROOT INN LIQUORS,234 W ROOT ST  1ST,IL,60609,3,47,9,1474,Package Goods,296,RENEW,10/9/2002,11/16/2002,5/15/2003,10/9/2002,AAI,41.81921925,-87.63263793,"(41.81921925373662, -87.6326379312186)"
6380,1,AHMAD ASHKAR,TOWN FOOD & LIQUOR,1813 W 63RD ST,IL,60636,15,40,7,1474,Package Goods,13828,RENEW,6/5/2015,6/16/2015,6/15/2017,6/16/2015,AAI,41.77926508,-87.66967833,"(41.779265079527086, -87.66967833181279)"
7034,1,PAL FOOD & LIQUOR INC,PAL FOOD & LIQUOR,5300 S ASHLAND AVE  1,IL,60609,16,10,9,1474,Package Goods,21948,RENEW,2/13/2004,2/16/2004,2/15/2005,2/20/2004,AAI,41.79758,-87.66482482,"(41.79757999603747, -87.66482481850112)"
6778,1,F & R FOOD & LIQUOR INC,F & R FOOD & LIQUOR INC,3407  -03409 W ARMITAGE AVE 1ST,IL,60647,26,14,14,1474,Package Goods,15871,RENEW,4/30/2003,5/16/2003,11/15/2003,5/1/2003,AAI,41.91722842,-87.71222578,"(41.91722841707212, -87.71222577936835)"
86496,2,423 LARAMIE INC,BELMONTE LIQUORS,5000-5002 W CHICAGO AVE 1ST #,IL,60651,37,36,15,1474,Package Goods,7045,RENEW,10/14/2011,11/16/2011,11/15/2013,10/17/2011,AAI,41.89507338,-87.75076924,"(41.89507338102242, -87.75076923891397)"
4325,1,IBRAHIM CORPORATION,KING FOOD & LIQUOR,560 E 71ST ST 1,IL,60619,6,,3,1474,Package Goods,9410,RENEW,10/12/2018,10/16/2018,7/15/2021,10/12/2018,AAI,41.76590278,-87.61049166,"(41.765902781071134, -87.61049166037887)"
263,1,MR G'S FOOD & LIQUOR INC,MR G'S FOOD & LIQUOR,332-334 E 58TH ST 1ST,IL,60637,20,11,2,1474,Package Goods,1431,RENEW,5/14/2003,5/16/2003,11/15/2003,5/16/2003,AAI,41.78942986,-87.61784034,"(41.789429857455325, -87.61784033976139)"
303392,1,"MCM PUB & LIQUOR, INC.",MCM PUB AND LIQUORS,3906-3910 N CICERO AVE 1,IL,60641,45,8,16,1474,Package Goods,1696255,RENEW,8/12/2015,8/16/2015,8/15/2017,8/13/2015,AAI,41.95178807,-87.74741981,"(41.951788071374104, -87.74741980822624)"
24139,1,600 SOUTH CICERO INC,BELMONTE LIQUORS,600 S CICERO AVE 1ST,IL,60644,29,46,15,1474,Package Goods,1000,RENEW,4/23/2009,5/16/2009,5/15/2011,4/24/2009,AAI,41.87309483,-87.74514387,"(41.873094832519136, -87.74514386884542)"
17226,1,IBRAHIM FOOD & LIQUORS INC.,JORDAN FOOD & LIQUOR,6301 S WENTWORTH AVE 1,IL,60621,20,35,3,1474,Package Goods,49826,RENEW,10/10/2014,10/16/2014,10/15/2016,10/10/2014,AAI,41.77990764,-87.63000058,"(41.779907641847025, -87.63000058312863)"
10573,1,"PHOENIX FOOD & LIQUOR, INC",PHOENIX FOOD & LIQUOR INC,2444 E 75TH ST,IL,60649,7,23,3,1474,Package Goods,25828,RENEW,2/8/2007,2/16/2007,12/15/2008,2/26/2007,AAI,41.75911903,-87.5646437,"(41.75911903132336, -87.56464370432634)"
4130,1,"JAY JALARAM, INC.","R & S DISCOUNT FOOD, WINE, & LIQUOR",2425 W DIVERSEY AVE,IL,60647,35,39,14,1474,Package Goods,8648,RENEW,11/16/2017,11/16/2017,11/15/2019,11/17/2017,AAI,41.93204685,-87.68897869,"(41.93204685102546, -87.68897868630542)"
4161,1,PLAZA FOOD & LIQUOR INC.,PLAZA FOOD & LIQUOR,3459 W OGDEN AVE  1,IL,60623,24,9,10,1474,Package Goods,8777,RENEW,5/14/2002,5/16/2002,11/15/2002,5/16/2002,AAI,41.85526591,-87.71240156,"(41.85526590922669, -87.71240156240032)"
397982,1,KOMAL WINE AND LIQUOR INC.,KOMAL FOOD AND LIQUOR,4628 N CUMBERLAND AVE 1,IL,60656,38,5,16,1474,Package Goods,2397617,RENEW,9/7/2021,9/16/2021,9/15/2023,9/8/2021,AAI,41.96389053,-87.83683847,"(41.96389053134971, -87.83683847050548)"
29522,1,"MORSE ""L"" LIQUOR","MORSE ""L"" LIQUOR",1400 W MORSE AVE 1 #,IL,60626,49,24,24,1474,Package Goods,22418,RENEW,9/17/2010,10/16/2010,10/15/2012,9/20/2010,AAI,42.00802254,-87.66597876,"(42.00802253716615, -87.66597875635996)"
63622,1,NELSON FOOD & LIQUOR INC.,NELSON FOOD & LIQUOR S INC.,3201 W 63RD PL  1,IL,60629,14,1,8,1474,Package Goods,27326,RENEW,11/8/2006,11/16/2006,11/15/2007,11/9/2006,AAI,41.77793576,-87.70322439,"(41.77793576167579, -87.70322438611822)"
21091,1,HAPPY DAY CORPORATION,HAPPY DAY FOOD & LIQUOR,3755 W MONTROSE AVE 1ST,IL,60618,33,28,17,1474,Package Goods,68983,RENEW,10/30/2003,11/16/2003,2/15/2004,10/31/2003,AAI,41.96090206,-87.72270752,"(41.96090206112624, -87.72270752270556)"
38589,1,THE ROSHAN MART CORPORATION,BUCKTOWN FOOD & LIQUORS,2422 W FULLERTON AVE  1,IL,60647,1,24,14,1474,Package Goods,53086,RENEW,9/21/2021,11/16/2021,11/15/2023,9/21/2021,AAI,41.92500252,-87.68857101,"(41.92500252184777, -87.68857100666655)"
264774,1,"CAPONE'S LIQUORS & FOOD, INC.","CAPONE'S LIQUORS & FOOD, INC.",3678-3680 N ELSTON AVE,IL,60618,35,4,17,1474,Package Goods,1380136,RENEW,2/15/2007,2/16/2007,12/15/2008,2/15/2007,AAI,41.94809458,-87.71120898,"(41.94809457604106, -87.71120897674419)"
15328,1,"GROVE LIQUORS, INC.",GROVE LIQUORS,6656 S COTTAGE GROVE AVE,IL,60637,20,18,3,1474,Package Goods,36992,RENEW,7/12/2011,7/16/2011,7/15/2013,7/13/2011,AAI,41.77328619,-87.6059191,"(41.77328619005114, -87.60591910261032)"
6028,1,"A & Q FOOD & LIQUOR, INC.",A & Q FOOD & LIQUOR INC,157 W 103RD ST 1ST,IL,60628,9,18,5,1474,Package Goods,33862,RENEW,4/18/2002,5/16/2002,11/15/2002,5/22/2002,AAI,41.70699271,-87.62815394,"(41.70699270909278, -87.62815394274185)"
302,1,"1000 LIQUOR'S, INC.",1000 LIQUORS / BIG CITY TAP,1000-1012 W BELMONT AVE 1ST,IL,60657,44,39,19,1474,Package Goods,1583,RENEW,2/14/2013,2/16/2013,2/15/2015,2/15/2013,AAI,41.94002036,-87.65417211,"(41.940020360226804, -87.65417210636889)"
11608,1,JSAB CORPORATION,E & B FOODS & LIQUORS,4052 W ARMITAGE AVE,IL,60639,26,5,25,1474,Package Goods,29195,RENEW,10/31/2002,11/16/2002,5/15/2003,11/1/2002,AAI,41.9172483,-87.72870634,"(41.91724829462464, -87.72870634320482)"
65384,4,59TH. AND STATE STREET CORPORATION,MR. JACK'S FOOD & LIQUOR,5901 S STATE ST 1ST,IL,60621,20,17,2,1474,Package Goods,80565,RENEW,4/25/2003,5/16/2003,11/15/2003,4/28/2003,AAI,41.78727333,-87.6253641,"(41.787273326942994, -87.6253640980263)"
301213,1,"NEIGHBORHOOD FOOD & LIQUOR, INC.",NEIGHBORHOOD FOOD & LIQUOR,1122 W 63RD ST,IL,60621,16,34,7,1474,Package Goods,1679764,RENEW,10/15/2012,10/16/2012,10/15/2013,10/15/2012,AAI,41.77974248,-87.65306068,"(41.7797424789354, -87.65306067555657)"
86896,2,LASALLE DISCOUNT INC,DELAWARE FOOD AND LIQUOR,200 E DELAWARE PL 1ST,IL,60611,2,35,18,1474,Package Goods,39296,RENEW,2/3/2021,3/16/2021,3/15/2023,2/4/2021,AAI,41.89935474,-87.6217913,"(41.89935473944382, -87.621791301926)"
197,1,"ONE ELEVEN FOOD & LIQUORS, INC.",ONE ELEVEN FOOD & LIQUOR INC,111 N KEDZIE AVE,IL,60612,27,26,12,1474,Package Goods,1054,RENEW,9/10/2014,9/16/2014,9/15/2016,11/10/2014,AAI,41.88323494,-87.7060367,"(41.883234943229546, -87.70603670011992)"
4268,1,BOOSHEH & AYYAD INC,GOLDEN VALLEY LIQUORS,1337-1339 W MORSE AVE,IL,60626,49,26,24,1474,Package Goods,9258,RENEW,11/12/2002,11/16/2002,5/15/2003,11/13/2002,AAI,42.00781354,-87.66515829,"(42.007813543743275, -87.66515829203934)"
4217,1,MOHAMMAD ALI,WILLIE'S LIQUOR,2903 W MADISON ST,IL,60612,27,48,11,1474,Package Goods,9059,RENEW,9/7/2010,9/16/2010,9/15/2012,9/8/2010,AAC,41.88094049,-87.69892676,"(41.88094048955868, -87.69892675538942)"
64278,1,"KALLITHEA, INC.",GOLD CROWN LIQUORS,3421 -3425 N CLARK ST 1ST,IL,60657,44,36,19,1474,Package Goods,43262,RENEW,5/6/2009,5/16/2009,5/15/2011,5/7/2009,AAI,41.94415691,-87.6538835,"(41.944156908415145, -87.65388349655805)"
8281,1,"F & R LIQUORS, INC.",F & R LIQUORS INC,2129 S HALSTED ST,IL,60608,25,12,12,1474,Package Goods,20413,RENEW,1/20/2004,2/16/2004,2/15/2005,1/21/2004,AAI,41.85335453,-87.64636723,"(41.853354524969824, -87.64636723160518)"
7494,1,J & L LIQUOR INC,J & L LIQUORS INC,1801 W CHICAGO AVE,IL,60622,36,23,12,1474,Package Goods,18257,RENEW,11/15/2002,11/16/2002,5/15/2003,11/18/2002,AAI,41.89587989,-87.67229145,"(41.89587988522851, -87.67229144942195)"
208118,1,JAMES H. LEATHERWOOD,WOODS FOOD & LIQUOR,200 E 35TH ST,IL,60616,3,5,2,1474,Package Goods,1095390,RENEW,10/16/2002,11/16/2002,5/15/2003,10/17/2002,AAI,41.83116948,-87.62170521,"(41.831169482324235, -87.62170520883589)"
6277,1,THREE STARS FOOD & LIQUOR INC,THREE STARS FOOD & LIQUOR INC,308-314 N KOSTNER AVE 1ST,IL,60624,28,23,11,1474,Package Goods,13486,RENEW,10/28/2003,11/16/2003,8/15/2004,10/28/2003,AAI,41.88573935,-87.73578547,"(41.88573934833163, -87.73578546516306)"
7328,1,MATTHEWS FOOD & LIQUORS INC,MATTHEWS FOOD & LIQUORS INC,5536 S ARCHER AVE,IL,60638,23,34,8,1474,Package Goods,18024,RENEW,5/13/2003,5/16/2003,11/15/2003,5/19/2003,AAI,41.79804442,-87.7479591,"(41.79804441926429, -87.74795909920593)"
35423,1,"A & G FOODS, INC.",A&G WHOLESALE FOODS LIQUORS,6945 S STATE ST 1ST,IL,60637,6,66,3,1474,Package Goods,44376,RENEW,9/29/2006,8/16/2006,8/15/2007,9/29/2006,AAI,41.76783128,-87.62476594,"(41.76783127922076, -87.62476593969627)"
17407,1,"FOSTER FOOD & LIQUOR, INC.",FOSTER FOOD & LIQUOR,1900 W FOSTER AVE 1ST,IL,60640,40,23,20,1474,Package Goods,51107,RENEW,7/27/2004,8/16/2004,8/15/2005,7/27/2004,AAI,41.97618401,-87.67648413,"(41.976184007881315, -87.67648413282181)"
7928,1,LOW-COST FOOD & LIQUOR INC,LOW-COST FOOD & LIQUOR INC,745 S CALIFORNIA AVE,IL,60612,28,33,11,1474,Package Goods,19379,RENEW,4/22/2002,5/16/2002,11/15/2002,4/24/2002,AAI,41.8715504,-87.69589126,"(41.871550395256534, -87.69589125739381)"
3827,1,Z & S FOOD & LIQUOR INC,Z & S FOOD & LIQUOR,1351 W 87TH ST,IL,60620,21,61,22,1474,Package Goods,7383,RENEW,7/21/2008,7/16/2008,7/15/2010,7/22/2008,AAI,41.73575698,-87.65782824,"(41.73575697719737, -87.65782823473583)"
16717,1,"KHALIL'S FOOD & LIQUOR, INC.",KHALIL'S FOOD & LIQUOR,146 W 103RD ST 1ST,IL,60628,9,17,5,1474,Package Goods,46848,RENEW,8/16/2011,9/16/2011,9/15/2013,8/17/2011,AAI,41.70721814,-87.62775156,"(41.70721813900086, -87.62775155827897)"
381072,1,"RAY'S ENTERPRISE, INC.",MILWAUKEE'S FOOD & LIQUOR,4701 N MILWAUKEE AVE,IL,60630,45,18,16,1474,Package Goods,2256687,ISSUE,7/9/2013,3/20/2014,4/15/2016,3/20/2014,AAI,41.96572607,-87.75871733,"(41.965726066319874, -87.75871733013557)"
52286,1,"87 SOUTH ROTHSCHILD LIQUORS, INC.",ROTHSCHILD LIQUORS,717 E 87TH ST  1ST,IL,60619,8,24,6,1474,Package Goods,21038,RENEW,7/9/2019,7/16/2019,7/15/2021,7/12/2019,AAI,41.73651415,-87.60656169,"(41.73651415435635, -87.60656168540642)"
16037,1,"ALBANY FOOD & LIQUORS, INC.",ALBANY FOOD & LIQUORS,3048 W FULLERTON AVE 1ST,IL,60647,35,30,14,1474,Package Goods,40898,RENEW,11/2/2011,11/16/2011,11/15/2013,11/3/2011,AAI,41.92485454,-87.70416754,"(41.92485453942065, -87.7041675433878)"
200248,1,"WICKER PARK FOOD & LIQUOR, INC.",D & D FOOD & LIQUOR,2006 W DIVISION ST,IL,60622,1,17,14,1474,Package Goods,1001088,RENEW,11/12/2002,11/16/2002,5/15/2003,11/13/2002,AAI,41.9032948,-87.67761095,"(41.90329479841468, -87.67761094821579)"
63116,1,MAYO FOOD & LIQUOR INC.,MAYO FOOD & LIQUOR,600 N CICERO AVE  1,IL,60644,37,8,15,1474,Package Goods,15028,RENEW,5/14/2015,5/16/2015,5/15/2017,5/14/2015,AAI,41.89142316,-87.74582768,"(41.89142315631106, -87.74582767466832)"
15472,1,"K & B FOOD & LIQUOR, INC.",K & B FOOD & LIQUOR,6343 N CALIFORNIA AVE,IL,60659,50,26,24,1474,Package Goods,37730,RENEW,5/8/2002,5/16/2002,11/15/2002,5/9/2002,AAI,41.99703015,-87.69947325,"(41.99703014592481, -87.69947325070372)"
372013,1,CINCO HERMANAS FOOD & LIQUOR INC.,CINCO HERMANAS FOOD & LIQUOR INC,3900 W 31ST ST 1,IL,60623,22,3,10,1474,Package Goods,2152967,RENEW,7/17/2020,8/16/2020,8/15/2022,7/20/2020,AAI,41.83703374,-87.72197261,"(41.83703373753447, -87.72197260949982)"
374276,1,"SAMI BROTHERS, INC.",SAM FOOD & LIQUOR,124 W 95TH ST,IL,60628,9,55,6,1474,Package Goods,2177495,RENEW,9/1/2016,9/16/2016,9/15/2018,9/2/2016,AAI,41.72178629,-87.62739191,"(41.72178628789281, -87.6273919100881)"
312,2,AHMAD YUSUF,THREE BROTHERS FOOD & LIQUOR,1000 N CICERO AVE,IL,60651,37,49,15,1474,Package Goods,1624,RENEW,11/8/2004,11/16/2004,11/15/2005,11/9/2004,AAI,41.89872983,-87.74603871,"(41.89872983060618, -87.74603871315406)"
85997,1,"3400 FOOD & LIQUOR, INCORPORATED",3400 FOOD & LIQUOR,3459 W HARRISON ST 1,IL,60624,24,18,11,1474,Package Goods,29166,RENEW,8/13/2018,8/16/2018,8/15/2020,8/14/2018,AAI,41.87349047,-87.71309774,"(41.87349047234734, -87.71309773572321)"
4500,1,PEERLESS TRADING CORP,PRESTIGE LIQUORS,5933-5935 W LAWRENCE AVE,IL,60630,45,45,16,1474,Package Goods,9805,RENEW,2/10/2004,2/16/2004,2/15/2005,2/11/2004,AAI,41.96755892,-87.77608297,"(41.96755892091478, -87.77608297023237)"
